index,datetime,symbol,signal,strategy
1254,2023-02-02 15:42:02.785237-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1255,2023-02-02 15:48:17.376808-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1256,2023-02-02 15:48:51.648812-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1257,2023-02-02 15:54:33.592791-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1258,2023-02-02 15:54:39.417107-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1259,2023-02-03 09:32:41.067889-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1260,2023-02-03 09:32:47.462666-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1261,2023-02-03 09:33:19.862232-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1262,2023-02-03 09:33:28.844743-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1263,2023-02-03 09:34:18.470028-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1264,2023-02-03 09:34:24.818968-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1265,2023-02-03 09:35:25.206853-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1266,2023-02-03 09:35:39.824426-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1267,2023-02-03 09:37:23.706640-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1268,2023-02-03 09:37:36.629642-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1269,2023-02-03 09:40:50.437258-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1270,2023-02-03 09:40:56.070622-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1271,2023-02-03 09:46:25.457791-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1272,2023-02-03 09:46:31.677493-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1273,2023-02-03 09:51:55.163381-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1274,2023-02-03 09:52:01.141185-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1275,2023-02-03 09:57:42.983514-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1276,2023-02-03 09:57:51.359157-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1277,2023-02-03 10:03:31.240558-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1278,2023-02-03 10:03:44.492300-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1279,2023-02-03 10:09:12.236255-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1280,2023-02-03 10:09:20.098011-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1281,2023-02-03 10:14:55.053382-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1282,2023-02-03 10:15:01.077429-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1283,2023-02-03 10:20:27.073566-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1284,2023-02-03 10:20:33.043104-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1285,2023-02-03 10:25:56.316531-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1286,2023-02-03 10:26:03.379711-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1287,2023-02-03 10:31:31.306108-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1288,2023-02-03 10:31:37.872006-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1289,2023-02-03 10:37:05.315925-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1290,2023-02-03 10:37:13.797038-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1291,2023-02-03 10:42:43.772956-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1292,2023-02-03 10:42:52.306451-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1293,2023-02-03 10:48:29.745345-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1294,2023-02-03 10:48:39.135255-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1295,2023-02-03 10:54:01.749955-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1296,2023-02-03 10:54:09.586993-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1297,2023-02-03 10:59:32.444613-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1298,2023-02-03 10:59:38.183539-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1299,2023-02-03 11:05:14.417112-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1300,2023-02-03 11:05:20.607026-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1301,2023-02-03 11:10:46.549349-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1302,2023-02-03 11:10:55.585814-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1303,2023-02-03 11:16:25.607198-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1304,2023-02-03 11:16:33.779713-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1305,2023-02-03 11:22:08.274660-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1306,2023-02-03 11:22:15.248050-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1307,2023-02-03 11:27:50.148739-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1308,2023-02-03 11:28:02.202747-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1309,2023-02-03 11:33:27.365058-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1310,2023-02-03 11:33:35.390600-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1311,2023-02-03 11:39:04.526829-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1312,2023-02-03 11:39:15.792363-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1313,2023-02-03 11:44:41.255253-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1314,2023-02-03 11:44:57.576805-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1315,2023-02-03 11:45:14.185053-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1316,2023-02-03 11:51:03.196003-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1317,2023-02-03 11:51:11.180781-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1318,2023-02-03 11:51:18.420717-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1319,2023-02-03 11:56:45.150381-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1320,2023-02-03 11:56:53.244754-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1321,2023-02-03 11:57:05.105258-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1322,2023-02-03 12:02:30.064765-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1323,2023-02-03 12:02:39.351501-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1324,2023-02-03 12:02:46.836208-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1325,2023-02-03 12:08:23.220188-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1326,2023-02-03 12:08:32.082339-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1327,2023-02-03 12:08:41.300092-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1328,2023-02-03 12:14:18.002700-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1329,2023-02-03 12:14:26.682314-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1330,2023-02-03 12:14:33.337427-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1331,2023-02-03 12:20:11.583245-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1332,2023-02-03 12:20:21.236753-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1333,2023-02-03 12:20:27.704445-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1334,2023-02-03 12:25:50.816907-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1335,2023-02-03 12:25:57.593457-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1336,2023-02-03 12:26:10.258118-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1337,2023-02-03 12:31:30.996769-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1338,2023-02-03 12:31:41.270602-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1339,2023-02-03 12:31:48.196846-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1340,2023-02-03 12:37:16.657308-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1341,2023-02-03 12:37:23.778490-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1342,2023-02-03 12:37:35.191914-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1343,2023-02-03 12:43:11.442685-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1344,2023-02-03 12:43:17.658274-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1345,2023-02-03 12:43:24.336770-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1346,2023-02-03 12:48:51.600691-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1347,2023-02-03 12:48:59.802945-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1348,2023-02-03 12:49:17.721626-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1349,2023-02-03 12:54:48.483525-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1350,2023-02-03 12:54:54.707741-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1351,2023-02-03 12:55:02.160059-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1352,2023-02-03 13:00:39.500895-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1353,2023-02-03 13:00:52.363106-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1354,2023-02-03 13:01:04.553173-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1355,2023-02-03 13:06:29.880301-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1356,2023-02-03 13:06:37.859457-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1357,2023-02-03 13:06:49.657405-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1358,2023-02-03 13:12:19.913470-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1359,2023-02-03 13:12:26.307016-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1360,2023-02-03 13:12:32.472821-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1361,2023-02-03 13:18:04.164037-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1362,2023-02-03 13:18:20.638954-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1363,2023-02-03 13:18:29.068672-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1364,2023-02-03 13:23:54.646277-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1365,2023-02-03 13:24:02.154388-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1366,2023-02-03 13:24:12.013256-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1367,2023-02-03 13:29:51.751317-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1368,2023-02-03 13:29:59.796114-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1369,2023-02-03 13:30:09.870849-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1370,2023-02-03 13:35:47.776831-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1371,2023-02-03 13:35:58.289567-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1372,2023-02-03 13:36:08.181044-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1373,2023-02-03 13:41:35.714422-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1374,2023-02-03 13:41:42.342693-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1375,2023-02-03 13:41:48.736991-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1376,2023-02-03 13:47:26.457505-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1377,2023-02-03 13:47:39.412771-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1378,2023-02-03 13:47:49.187938-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1379,2023-02-03 13:53:16.134903-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1380,2023-02-03 13:53:23.829165-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1381,2023-02-03 13:53:30.255965-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1382,2023-02-03 13:58:55.260024-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1383,2023-02-03 13:59:02.240980-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1384,2023-02-03 13:59:12.667630-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1385,2023-02-03 14:04:40.056243-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1386,2023-02-03 14:04:46.797241-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1387,2023-02-03 14:04:53.190723-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1388,2023-02-03 14:10:18.577642-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1389,2023-02-03 14:10:29.460159-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1390,2023-02-03 14:10:35.869464-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1391,2023-02-03 14:16:07.305882-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1392,2023-02-03 14:16:14.729825-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1393,2023-02-03 14:16:25.299240-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1394,2023-02-03 14:21:44.297682-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1395,2023-02-03 14:21:53.272154-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1396,2023-02-03 14:22:00.563092-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1397,2023-02-03 14:27:43.683089-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1398,2023-02-03 14:27:52.991405-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1399,2023-02-03 14:28:02.278256-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1400,2023-02-03 14:33:31.236801-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1401,2023-02-03 14:33:38.637130-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1402,2023-02-03 14:33:45.229683-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1403,2023-02-03 14:39:18.694685-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1404,2023-02-03 14:39:39.196838-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1405,2023-02-03 14:39:46.472125-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1406,2023-02-03 14:45:19.366674-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1407,2023-02-03 14:45:29.754990-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1408,2023-02-03 14:45:37.756436-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1409,2023-02-03 14:50:59.029342-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1410,2023-02-03 14:51:07.333014-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1411,2023-02-03 14:51:15.966174-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1412,2023-02-03 14:56:49.671695-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1413,2023-02-03 14:56:59.488460-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1414,2023-02-03 14:57:09.068312-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1415,2023-02-03 15:02:40.928747-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1416,2023-02-03 15:02:46.521353-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1417,2023-02-03 15:02:52.614391-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1418,2023-02-03 15:08:27.182029-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1419,2023-02-03 15:08:39.599660-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1420,2023-02-03 15:08:47.531306-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1421,2023-02-03 15:14:21.893895-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1422,2023-02-03 15:14:28.599414-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1423,2023-02-03 15:14:39.388043-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1424,2023-02-03 15:20:08.395300-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1425,2023-02-03 15:20:16.712713-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1426,2023-02-03 15:20:23.979429-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1427,2023-02-03 15:25:48.096162-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1428,2023-02-03 15:25:54.408763-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1429,2023-02-03 15:26:06.432990-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1430,2023-02-03 15:31:44.299010-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1431,2023-02-03 15:31:51.124751-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1432,2023-02-03 15:31:58.358847-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1433,2023-02-03 15:37:28.598270-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1434,2023-02-03 15:37:43.442649-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1435,2023-02-03 15:37:51.759244-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1436,2023-02-03 15:43:19.670102-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1437,2023-02-03 15:43:25.757797-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1438,2023-02-03 15:43:32.634064-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1439,2023-02-03 15:43:41.364351-05:00,CAH,BUY,model_t-dqn_GOOG_10
1440,2023-02-03 15:49:03.339222-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1441,2023-02-03 15:49:12.040128-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1442,2023-02-03 15:49:19.175321-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1443,2023-02-03 15:49:26.834683-05:00,CAH,BUY,model_t-dqn_GOOG_10
1444,2023-02-03 15:54:57.343021-05:00,SMCI,BUY,model_t-dqn_GOOG_10
1445,2023-02-03 15:55:04.619222-05:00,AGYS,SELL,model_t-dqn_GOOG_10
1446,2023-02-03 15:55:10.863437-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1447,2023-02-03 15:55:16.368341-05:00,CAH,BUY,model_t-dqn_GOOG_10
1448,2023-02-06 09:33:30.400613-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1449,2023-02-06 09:33:38.903850-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1450,2023-02-06 09:33:46.135509-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1451,2023-02-06 09:33:52.824860-05:00,CAH,SELL,model_t-dqn_GOOG_10
1452,2023-02-06 09:34:32.116315-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1453,2023-02-06 09:34:38.336700-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1454,2023-02-06 09:34:44.431165-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1455,2023-02-06 09:34:52.293991-05:00,CAH,SELL,model_t-dqn_GOOG_10
1456,2023-02-06 09:35:38.821868-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1457,2023-02-06 09:35:44.952239-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1458,2023-02-06 09:35:51.008984-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1459,2023-02-06 09:35:56.882939-05:00,CAH,SELL,model_t-dqn_GOOG_10
1460,2023-02-06 09:37:17.024255-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1461,2023-02-06 09:37:27.817012-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1462,2023-02-06 09:37:35.269573-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1463,2023-02-06 09:37:44.138477-05:00,CAH,SELL,model_t-dqn_GOOG_10
1464,2023-02-06 09:39:33.648727-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1465,2023-02-06 09:39:41.745955-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1466,2023-02-06 09:39:51.599116-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1467,2023-02-06 09:40:08.782988-05:00,CAH,SELL,model_t-dqn_GOOG_10
1468,2023-02-06 09:43:21.510413-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1469,2023-02-06 09:43:28.429513-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1470,2023-02-06 09:43:35.078250-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1471,2023-02-06 09:43:46.904141-05:00,CAH,SELL,model_t-dqn_GOOG_10
1472,2023-02-06 09:49:36.983550-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1473,2023-02-06 09:49:46.051016-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1474,2023-02-06 09:49:57.433602-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1475,2023-02-06 09:50:11.959025-05:00,CAH,SELL,model_t-dqn_GOOG_10
1476,2023-02-06 09:55:43.157521-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1477,2023-02-06 09:55:49.885653-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1478,2023-02-06 09:55:59.815521-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1479,2023-02-06 09:56:07.407357-05:00,CAH,SELL,model_t-dqn_GOOG_10
1480,2023-02-06 10:01:38.119890-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1481,2023-02-06 10:01:44.655540-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1482,2023-02-06 10:01:51.080250-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1483,2023-02-06 10:02:00.231725-05:00,CAH,SELL,model_t-dqn_GOOG_10
1484,2023-02-06 10:07:40.555728-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1485,2023-02-06 10:07:47.866396-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1486,2023-02-06 10:07:56.688815-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1487,2023-02-06 10:08:04.831774-05:00,CAH,SELL,model_t-dqn_GOOG_10
1488,2023-02-06 10:13:36.796795-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1489,2023-02-06 10:13:42.872438-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1490,2023-02-06 10:13:49.838157-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1491,2023-02-06 10:13:55.910247-05:00,CAH,SELL,model_t-dqn_GOOG_10
1492,2023-02-06 10:19:37.418941-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1493,2023-02-06 10:19:43.652869-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1494,2023-02-06 10:19:55.225590-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1495,2023-02-06 10:20:01.167370-05:00,CAH,SELL,model_t-dqn_GOOG_10
1496,2023-02-06 10:25:31.228447-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1497,2023-02-06 10:25:37.915194-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1498,2023-02-06 10:25:45.176616-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1499,2023-02-06 10:25:54.999979-05:00,CAH,SELL,model_t-dqn_GOOG_10
1500,2023-02-06 10:31:24.232825-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1501,2023-02-06 10:31:32.683943-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1502,2023-02-06 10:31:38.663744-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1503,2023-02-06 10:31:44.304664-05:00,CAH,SELL,model_t-dqn_GOOG_10
1504,2023-02-06 10:37:14.266615-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1505,2023-02-06 10:37:30.268761-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1506,2023-02-06 10:37:39.444111-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1507,2023-02-06 10:37:51.512193-05:00,CAH,SELL,model_t-dqn_GOOG_10
1508,2023-02-06 10:43:32.387343-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1509,2023-02-06 10:43:42.139839-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1510,2023-02-06 10:43:49.895600-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1511,2023-02-06 10:43:55.958480-05:00,CAH,SELL,model_t-dqn_GOOG_10
1512,2023-02-06 10:49:37.228771-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1513,2023-02-06 10:49:43.531167-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1514,2023-02-06 10:49:49.811903-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1515,2023-02-06 10:49:56.259514-05:00,CAH,SELL,model_t-dqn_GOOG_10
1516,2023-02-06 10:55:24.153986-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1517,2023-02-06 10:55:37.080705-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1518,2023-02-06 10:55:43.636276-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1519,2023-02-06 10:55:49.505374-05:00,CAH,SELL,model_t-dqn_GOOG_10
1520,2023-02-06 11:01:17.367179-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1521,2023-02-06 11:01:32.114415-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1522,2023-02-06 11:01:38.292275-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1523,2023-02-06 11:01:44.291151-05:00,CAH,SELL,model_t-dqn_GOOG_10
1524,2023-02-06 11:07:11.230766-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1525,2023-02-06 11:07:21.484227-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1526,2023-02-06 11:07:33.193138-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1527,2023-02-06 11:07:42.590929-05:00,CAH,SELL,model_t-dqn_GOOG_10
1528,2023-02-06 11:13:09.572894-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1529,2023-02-06 11:13:17.824755-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1530,2023-02-06 11:13:31.572572-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1531,2023-02-06 11:13:38.307195-05:00,CAH,SELL,model_t-dqn_GOOG_10
1532,2023-02-06 11:19:15.517316-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1533,2023-02-06 11:19:27.832759-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1534,2023-02-06 11:19:38.256586-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1535,2023-02-06 11:19:46.074008-05:00,CAH,SELL,model_t-dqn_GOOG_10
1536,2023-02-06 11:25:07.911037-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1537,2023-02-06 11:25:16.639113-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1538,2023-02-06 11:25:25.531727-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1539,2023-02-06 11:25:37.679772-05:00,CAH,SELL,model_t-dqn_GOOG_10
1540,2023-02-06 11:31:04.067890-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1541,2023-02-06 11:31:12.379722-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1542,2023-02-06 11:31:19.206956-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1543,2023-02-06 11:31:32.249586-05:00,CAH,SELL,model_t-dqn_GOOG_10
1544,2023-02-06 11:37:08.082210-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1545,2023-02-06 11:37:22.470219-05:00,AGYS,BUY,model_t-dqn_GOOG_10
1546,2023-02-06 11:37:40.524869-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
1547,2023-02-06 11:37:51.136228-05:00,CAH,SELL,model_t-dqn_GOOG_10
1548,2023-02-06 11:43:26.895990-05:00,SMCI,SELL,model_t-dqn_GOOG_10
1549,2023-02-06 11:43:36.840152-05:00,AGYS,BUY,model_t-dqn_GOOG_10
