index,datetime,symbol,signal,strategy
473,2023-01-30 14:03:15.178495-05:00,AGYS,SELL,model_t-dqn_GOOG_10
474,2023-01-30 14:03:20.641618-05:00,TMDX,SELL,model_t-dqn_GOOG_10
475,2023-01-30 14:08:45.764666-05:00,ASC,BUY,model_t-dqn_GOOG_10
476,2023-01-30 14:08:51.285723-05:00,SMCI,BUY,model_t-dqn_GOOG_10
477,2023-01-30 14:08:57.391812-05:00,AGYS,SELL,model_t-dqn_GOOG_10
478,2023-01-30 14:09:08.787833-05:00,TMDX,SELL,model_t-dqn_GOOG_10
479,2023-01-30 14:11:16.751856-05:00,ASC,BUY,model_t-dqn_GOOG_10
480,2023-01-30 14:11:23.573052-05:00,SMCI,BUY,model_t-dqn_GOOG_10
481,2023-01-30 14:11:30.777529-05:00,AGYS,SELL,model_t-dqn_GOOG_10
482,2023-01-30 14:11:37.692175-05:00,TMDX,SELL,model_t-dqn_GOOG_10
483,2023-01-30 14:11:59.737216-05:00,ASC,BUY,model_t-dqn_GOOG_10
484,2023-01-30 14:12:10.206861-05:00,SMCI,BUY,model_t-dqn_GOOG_10
485,2023-01-30 14:12:18.676046-05:00,AGYS,SELL,model_t-dqn_GOOG_10
486,2023-01-30 14:12:32.048296-05:00,TMDX,SELL,model_t-dqn_GOOG_10
487,2023-01-30 14:13:10.807469-05:00,ASC,BUY,model_t-dqn_GOOG_10
488,2023-01-30 14:13:17.700390-05:00,SMCI,BUY,model_t-dqn_GOOG_10
489,2023-01-30 14:13:28.826872-05:00,AGYS,SELL,model_t-dqn_GOOG_10
490,2023-01-30 14:13:38.755337-05:00,TMDX,SELL,model_t-dqn_GOOG_10
491,2023-01-30 14:14:27.972993-05:00,ASC,BUY,model_t-dqn_GOOG_10
492,2023-01-30 14:14:34.690309-05:00,SMCI,BUY,model_t-dqn_GOOG_10
493,2023-01-30 14:14:43.802387-05:00,AGYS,SELL,model_t-dqn_GOOG_10
494,2023-01-30 14:14:50.988045-05:00,TMDX,SELL,model_t-dqn_GOOG_10
495,2023-01-30 14:16:00.539104-05:00,ASC,BUY,model_t-dqn_GOOG_10
496,2023-01-30 14:16:10.160852-05:00,SMCI,BUY,model_t-dqn_GOOG_10
497,2023-01-30 14:16:16.121563-05:00,AGYS,SELL,model_t-dqn_GOOG_10
498,2023-01-30 14:16:22.863220-05:00,TMDX,SELL,model_t-dqn_GOOG_10
499,2023-01-30 14:18:24.960621-05:00,ASC,BUY,model_t-dqn_GOOG_10
500,2023-01-30 14:18:34.960127-05:00,SMCI,BUY,model_t-dqn_GOOG_10
501,2023-01-30 14:18:47.534099-05:00,AGYS,SELL,model_t-dqn_GOOG_10
502,2023-01-30 14:19:02.012867-05:00,TMDX,SELL,model_t-dqn_GOOG_10
503,2023-01-30 14:22:16.106966-05:00,ASC,BUY,model_t-dqn_GOOG_10
504,2023-01-30 14:22:23.806638-05:00,SMCI,BUY,model_t-dqn_GOOG_10
505,2023-01-30 14:22:32.339348-05:00,AGYS,SELL,model_t-dqn_GOOG_10
506,2023-01-30 14:22:39.238765-05:00,TMDX,SELL,model_t-dqn_GOOG_10
507,2023-01-30 14:28:20.984720-05:00,ASC,BUY,model_t-dqn_GOOG_10
508,2023-01-30 14:28:30.469519-05:00,SMCI,BUY,model_t-dqn_GOOG_10
509,2023-01-30 14:28:43.257476-05:00,AGYS,SELL,model_t-dqn_GOOG_10
510,2023-01-30 14:28:54.696318-05:00,TMDX,SELL,model_t-dqn_GOOG_10
511,2023-01-30 14:34:21.277249-05:00,ASC,BUY,model_t-dqn_GOOG_10
512,2023-01-30 14:34:28.255570-05:00,SMCI,BUY,model_t-dqn_GOOG_10
513,2023-01-30 14:34:38.342701-05:00,AGYS,SELL,model_t-dqn_GOOG_10
514,2023-01-30 14:34:46.024558-05:00,TMDX,SELL,model_t-dqn_GOOG_10
515,2023-01-30 14:40:20.928286-05:00,ASC,BUY,model_t-dqn_GOOG_10
516,2023-01-30 14:45:40.626198-05:00,ASC,BUY,model_t-dqn_GOOG_10
517,2023-01-30 14:51:12.872904-05:00,ASC,BUY,model_t-dqn_GOOG_10
518,2023-01-30 14:56:43.986292-05:00,ASC,BUY,model_t-dqn_GOOG_10
519,2023-01-30 15:02:16.764068-05:00,ASC,BUY,model_t-dqn_GOOG_10
520,2023-01-30 15:07:42.122098-05:00,ASC,BUY,model_t-dqn_GOOG_10
521,2023-01-30 15:13:14.878623-05:00,ASC,BUY,model_t-dqn_GOOG_10
522,2023-01-30 15:18:52.401621-05:00,ASC,BUY,model_t-dqn_GOOG_10
523,2023-01-30 15:24:23.913480-05:00,ASC,BUY,model_t-dqn_GOOG_10
524,2023-01-30 15:29:59.397084-05:00,ASC,BUY,model_t-dqn_GOOG_10
525,2023-01-30 15:35:29.067417-05:00,ASC,BUY,model_t-dqn_GOOG_10
526,2023-01-30 15:40:59.882722-05:00,ASC,BUY,model_t-dqn_GOOG_10
527,2023-01-30 15:46:26.064588-05:00,ASC,BUY,model_t-dqn_GOOG_10
528,2023-01-30 15:46:41.684767-05:00,SMCI,BUY,model_t-dqn_GOOG_10
529,2023-01-30 15:46:52.508737-05:00,AGYS,SELL,model_t-dqn_GOOG_10
530,2023-01-30 15:46:59.536981-05:00,TMDX,SELL,model_t-dqn_GOOG_10
531,2023-01-30 15:52:28.682022-05:00,ASC,BUY,model_t-dqn_GOOG_10
532,2023-01-30 15:52:34.905386-05:00,SMCI,BUY,model_t-dqn_GOOG_10
533,2023-01-30 15:52:42.493082-05:00,AGYS,SELL,model_t-dqn_GOOG_10
534,2023-01-30 15:52:50.047392-05:00,TMDX,SELL,model_t-dqn_GOOG_10
535,2023-01-30 15:58:36.924887-05:00,ASC,BUY,model_t-dqn_GOOG_10
536,2023-01-30 15:58:46.284429-05:00,SMCI,BUY,model_t-dqn_GOOG_10
537,2023-01-30 15:58:54.975353-05:00,AGYS,SELL,model_t-dqn_GOOG_10
538,2023-01-30 15:59:01.613011-05:00,TMDX,SELL,model_t-dqn_GOOG_10
539,2023-01-31 09:33:11.431458-05:00,ASC,BUY,model_t-dqn_GOOG_10
540,2023-01-31 09:33:17.700098-05:00,SMCI,SELL,model_t-dqn_GOOG_10
541,2023-01-31 09:33:33.297709-05:00,AGYS,SELL,model_t-dqn_GOOG_10
542,2023-01-31 09:33:42.277356-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
543,2023-01-31 09:34:16.392772-05:00,ASC,BUY,model_t-dqn_GOOG_10
544,2023-01-31 09:34:22.771920-05:00,SMCI,SELL,model_t-dqn_GOOG_10
545,2023-01-31 09:34:31.267525-05:00,AGYS,SELL,model_t-dqn_GOOG_10
546,2023-01-31 09:34:36.769589-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
547,2023-01-31 09:35:24.483275-05:00,ASC,BUY,model_t-dqn_GOOG_10
548,2023-01-31 09:35:29.879774-05:00,SMCI,SELL,model_t-dqn_GOOG_10
549,2023-01-31 09:35:36.064516-05:00,AGYS,SELL,model_t-dqn_GOOG_10
550,2023-01-31 09:35:45.830180-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
551,2023-01-31 09:36:46.288087-05:00,ASC,BUY,model_t-dqn_GOOG_10
552,2023-01-31 09:36:53.991441-05:00,SMCI,SELL,model_t-dqn_GOOG_10
553,2023-01-31 09:37:03.594008-05:00,AGYS,SELL,model_t-dqn_GOOG_10
554,2023-01-31 09:37:12.076792-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
555,2023-01-31 09:39:02.944797-05:00,ASC,BUY,model_t-dqn_GOOG_10
556,2023-01-31 09:39:10.090822-05:00,SMCI,SELL,model_t-dqn_GOOG_10
557,2023-01-31 09:39:19.172801-05:00,AGYS,SELL,model_t-dqn_GOOG_10
558,2023-01-31 09:39:30.991783-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
559,2023-01-31 09:42:33.875808-05:00,ASC,BUY,model_t-dqn_GOOG_10
560,2023-01-31 09:42:40.407881-05:00,SMCI,SELL,model_t-dqn_GOOG_10
561,2023-01-31 09:42:47.407014-05:00,AGYS,SELL,model_t-dqn_GOOG_10
562,2023-01-31 09:42:53.001781-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
563,2023-01-31 09:48:23.149304-05:00,ASC,BUY,model_t-dqn_GOOG_10
564,2023-01-31 09:48:29.647719-05:00,SMCI,SELL,model_t-dqn_GOOG_10
565,2023-01-31 09:48:36.958951-05:00,AGYS,SELL,model_t-dqn_GOOG_10
566,2023-01-31 09:48:57.059855-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
567,2023-01-31 09:54:21.572443-05:00,ASC,BUY,model_t-dqn_GOOG_10
568,2023-01-31 09:54:28.149108-05:00,SMCI,SELL,model_t-dqn_GOOG_10
569,2023-01-31 09:54:34.983931-05:00,AGYS,SELL,model_t-dqn_GOOG_10
570,2023-01-31 09:54:40.893332-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
571,2023-01-31 10:00:09.987765-05:00,ASC,BUY,model_t-dqn_GOOG_10
572,2023-01-31 10:00:17.142830-05:00,SMCI,SELL,model_t-dqn_GOOG_10
573,2023-01-31 10:00:23.397286-05:00,AGYS,SELL,model_t-dqn_GOOG_10
574,2023-01-31 10:00:32.092229-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
575,2023-01-31 10:05:59.731883-05:00,ASC,BUY,model_t-dqn_GOOG_10
576,2023-01-31 10:06:08.661367-05:00,SMCI,SELL,model_t-dqn_GOOG_10
577,2023-01-31 10:06:15.289905-05:00,AGYS,SELL,model_t-dqn_GOOG_10
578,2023-01-31 10:06:21.426025-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
579,2023-01-31 10:11:39.965920-05:00,ASC,BUY,model_t-dqn_GOOG_10
580,2023-01-31 10:11:48.699337-05:00,SMCI,SELL,model_t-dqn_GOOG_10
581,2023-01-31 10:12:00.967298-05:00,AGYS,SELL,model_t-dqn_GOOG_10
582,2023-01-31 10:12:10.127612-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
583,2023-01-31 10:17:36.565220-05:00,ASC,BUY,model_t-dqn_GOOG_10
584,2023-01-31 10:17:45.718931-05:00,SMCI,SELL,model_t-dqn_GOOG_10
585,2023-01-31 10:17:55.369053-05:00,AGYS,SELL,model_t-dqn_GOOG_10
586,2023-01-31 10:18:05.608564-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
587,2023-01-31 10:23:25.284602-05:00,ASC,BUY,model_t-dqn_GOOG_10
588,2023-01-31 10:23:32.046456-05:00,SMCI,SELL,model_t-dqn_GOOG_10
589,2023-01-31 10:23:39.158624-05:00,AGYS,SELL,model_t-dqn_GOOG_10
590,2023-01-31 10:23:49.484948-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
591,2023-01-31 10:29:23.393996-05:00,ASC,BUY,model_t-dqn_GOOG_10
592,2023-01-31 10:29:30.589977-05:00,SMCI,SELL,model_t-dqn_GOOG_10
593,2023-01-31 10:29:37.137260-05:00,AGYS,SELL,model_t-dqn_GOOG_10
594,2023-01-31 10:29:43.175127-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
595,2023-01-31 10:35:11.698932-05:00,ASC,BUY,model_t-dqn_GOOG_10
596,2023-01-31 10:35:17.584900-05:00,SMCI,SELL,model_t-dqn_GOOG_10
597,2023-01-31 10:35:23.899784-05:00,AGYS,SELL,model_t-dqn_GOOG_10
598,2023-01-31 10:35:31.165294-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
599,2023-01-31 10:40:51.727718-05:00,ASC,BUY,model_t-dqn_GOOG_10
600,2023-01-31 10:41:00.566299-05:00,SMCI,SELL,model_t-dqn_GOOG_10
601,2023-01-31 10:41:08.066071-05:00,AGYS,SELL,model_t-dqn_GOOG_10
602,2023-01-31 10:41:15.132355-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
603,2023-01-31 10:46:52.000126-05:00,ASC,BUY,model_t-dqn_GOOG_10
604,2023-01-31 10:46:58.428362-05:00,SMCI,SELL,model_t-dqn_GOOG_10
605,2023-01-31 10:47:06.316808-05:00,AGYS,SELL,model_t-dqn_GOOG_10
606,2023-01-31 10:47:14.810898-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
607,2023-01-31 10:52:45.978307-05:00,ASC,BUY,model_t-dqn_GOOG_10
608,2023-01-31 10:52:58.578324-05:00,SMCI,SELL,model_t-dqn_GOOG_10
609,2023-01-31 10:53:11.070408-05:00,AGYS,SELL,model_t-dqn_GOOG_10
610,2023-01-31 10:53:17.527474-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
611,2023-01-31 10:58:48.636834-05:00,ASC,BUY,model_t-dqn_GOOG_10
612,2023-01-31 10:59:00.006355-05:00,SMCI,SELL,model_t-dqn_GOOG_10
613,2023-01-31 10:59:11.687062-05:00,AGYS,SELL,model_t-dqn_GOOG_10
614,2023-01-31 10:59:19.532491-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
615,2023-01-31 11:04:47.269283-05:00,ASC,BUY,model_t-dqn_GOOG_10
616,2023-01-31 11:04:53.052821-05:00,SMCI,SELL,model_t-dqn_GOOG_10
617,2023-01-31 11:05:02.700833-05:00,AGYS,SELL,model_t-dqn_GOOG_10
618,2023-01-31 11:05:16.344390-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
619,2023-01-31 11:10:39.259676-05:00,ASC,BUY,model_t-dqn_GOOG_10
620,2023-01-31 11:10:45.754025-05:00,SMCI,SELL,model_t-dqn_GOOG_10
621,2023-01-31 11:10:51.672403-05:00,AGYS,SELL,model_t-dqn_GOOG_10
622,2023-01-31 11:11:01.067609-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
623,2023-01-31 11:16:53.497440-05:00,ASC,BUY,model_t-dqn_GOOG_10
624,2023-01-31 11:17:14.126961-05:00,SMCI,SELL,model_t-dqn_GOOG_10
625,2023-01-31 11:17:23.039384-05:00,AGYS,SELL,model_t-dqn_GOOG_10
626,2023-01-31 11:17:30.869233-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
627,2023-01-31 11:22:55.511059-05:00,ASC,BUY,model_t-dqn_GOOG_10
628,2023-01-31 11:23:03.631202-05:00,SMCI,SELL,model_t-dqn_GOOG_10
629,2023-01-31 11:23:10.876525-05:00,AGYS,SELL,model_t-dqn_GOOG_10
630,2023-01-31 11:23:16.242362-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
631,2023-01-31 11:28:40.643683-05:00,ASC,BUY,model_t-dqn_GOOG_10
632,2023-01-31 11:28:46.259165-05:00,SMCI,SELL,model_t-dqn_GOOG_10
633,2023-01-31 11:28:54.692327-05:00,AGYS,SELL,model_t-dqn_GOOG_10
634,2023-01-31 11:29:07.812769-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
635,2023-01-31 11:34:34.577238-05:00,ASC,BUY,model_t-dqn_GOOG_10
636,2023-01-31 11:34:50.303532-05:00,SMCI,SELL,model_t-dqn_GOOG_10
637,2023-01-31 11:34:57.584428-05:00,AGYS,SELL,model_t-dqn_GOOG_10
638,2023-01-31 11:35:06.929046-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
639,2023-01-31 11:40:28.242413-05:00,ASC,BUY,model_t-dqn_GOOG_10
640,2023-01-31 11:40:34.215782-05:00,SMCI,SELL,model_t-dqn_GOOG_10
641,2023-01-31 11:40:40.796734-05:00,AGYS,SELL,model_t-dqn_GOOG_10
642,2023-01-31 11:40:51.058441-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
643,2023-01-31 11:46:45.872829-05:00,ASC,BUY,model_t-dqn_GOOG_10
644,2023-01-31 11:46:57.941824-05:00,SMCI,SELL,model_t-dqn_GOOG_10
645,2023-01-31 11:47:14.961114-05:00,AGYS,SELL,model_t-dqn_GOOG_10
646,2023-01-31 11:47:22.965049-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
647,2023-01-31 11:52:45.484369-05:00,ASC,BUY,model_t-dqn_GOOG_10
648,2023-01-31 11:52:51.255616-05:00,SMCI,SELL,model_t-dqn_GOOG_10
649,2023-01-31 11:52:57.566563-05:00,AGYS,SELL,model_t-dqn_GOOG_10
650,2023-01-31 11:53:08.486010-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
651,2023-01-31 11:58:41.161840-05:00,ASC,BUY,model_t-dqn_GOOG_10
652,2023-01-31 11:58:48.490061-05:00,SMCI,SELL,model_t-dqn_GOOG_10
653,2023-01-31 11:58:55.489674-05:00,AGYS,SELL,model_t-dqn_GOOG_10
654,2023-01-31 11:59:05.573723-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
655,2023-01-31 12:04:39.678444-05:00,ASC,BUY,model_t-dqn_GOOG_10
656,2023-01-31 12:04:47.596754-05:00,SMCI,SELL,model_t-dqn_GOOG_10
657,2023-01-31 12:04:57.881391-05:00,AGYS,SELL,model_t-dqn_GOOG_10
658,2023-01-31 12:05:10.741957-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
659,2023-01-31 12:10:37.818938-05:00,ASC,BUY,model_t-dqn_GOOG_10
660,2023-01-31 12:10:43.601607-05:00,SMCI,SELL,model_t-dqn_GOOG_10
661,2023-01-31 12:10:50.401815-05:00,AGYS,SELL,model_t-dqn_GOOG_10
662,2023-01-31 12:10:56.455516-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
663,2023-01-31 12:16:44.101994-05:00,ASC,BUY,model_t-dqn_GOOG_10
664,2023-01-31 12:16:55.212756-05:00,SMCI,SELL,model_t-dqn_GOOG_10
665,2023-01-31 12:17:04.961017-05:00,AGYS,SELL,model_t-dqn_GOOG_10
666,2023-01-31 12:17:17.657643-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
667,2023-01-31 12:22:44.657532-05:00,ASC,BUY,model_t-dqn_GOOG_10
668,2023-01-31 12:22:50.167819-05:00,SMCI,SELL,model_t-dqn_GOOG_10
669,2023-01-31 12:22:59.812760-05:00,AGYS,SELL,model_t-dqn_GOOG_10
670,2023-01-31 12:23:09.184750-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
671,2023-01-31 12:28:32.204511-05:00,ASC,BUY,model_t-dqn_GOOG_10
672,2023-01-31 12:28:38.499763-05:00,SMCI,SELL,model_t-dqn_GOOG_10
673,2023-01-31 12:28:48.485205-05:00,AGYS,SELL,model_t-dqn_GOOG_10
674,2023-01-31 12:28:58.185657-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
675,2023-01-31 12:34:28.610969-05:00,ASC,BUY,model_t-dqn_GOOG_10
676,2023-01-31 12:34:34.515172-05:00,SMCI,SELL,model_t-dqn_GOOG_10
677,2023-01-31 12:34:40.881520-05:00,AGYS,SELL,model_t-dqn_GOOG_10
678,2023-01-31 12:34:46.523172-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
679,2023-01-31 12:40:19.048731-05:00,ASC,BUY,model_t-dqn_GOOG_10
680,2023-01-31 12:40:25.436886-05:00,SMCI,SELL,model_t-dqn_GOOG_10
681,2023-01-31 12:40:31.674592-05:00,AGYS,SELL,model_t-dqn_GOOG_10
682,2023-01-31 12:40:37.159770-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
683,2023-01-31 12:46:17.167445-05:00,ASC,BUY,model_t-dqn_GOOG_10
684,2023-01-31 12:46:28.730055-05:00,SMCI,SELL,model_t-dqn_GOOG_10
685,2023-01-31 12:46:42.176604-05:00,AGYS,SELL,model_t-dqn_GOOG_10
686,2023-01-31 12:46:56.901436-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
687,2023-01-31 12:52:25.228622-05:00,ASC,BUY,model_t-dqn_GOOG_10
688,2023-01-31 12:52:30.762244-05:00,SMCI,SELL,model_t-dqn_GOOG_10
689,2023-01-31 12:52:36.428000-05:00,AGYS,SELL,model_t-dqn_GOOG_10
690,2023-01-31 12:52:41.584999-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
691,2023-01-31 12:58:19.514383-05:00,ASC,BUY,model_t-dqn_GOOG_10
692,2023-01-31 12:58:28.051885-05:00,SMCI,SELL,model_t-dqn_GOOG_10
693,2023-01-31 12:58:38.850174-05:00,AGYS,SELL,model_t-dqn_GOOG_10
694,2023-01-31 12:58:45.383480-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
695,2023-01-31 13:04:10.711593-05:00,ASC,BUY,model_t-dqn_GOOG_10
696,2023-01-31 13:04:18.811157-05:00,SMCI,SELL,model_t-dqn_GOOG_10
697,2023-01-31 13:04:30.692750-05:00,AGYS,SELL,model_t-dqn_GOOG_10
698,2023-01-31 13:04:36.583626-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
699,2023-01-31 13:10:07.083020-05:00,ASC,BUY,model_t-dqn_GOOG_10
700,2023-01-31 13:10:18.517315-05:00,SMCI,SELL,model_t-dqn_GOOG_10
701,2023-01-31 13:10:25.837007-05:00,AGYS,SELL,model_t-dqn_GOOG_10
702,2023-01-31 13:10:31.523501-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
703,2023-01-31 13:16:12.264739-05:00,ASC,BUY,model_t-dqn_GOOG_10
704,2023-01-31 13:16:25.752174-05:00,SMCI,SELL,model_t-dqn_GOOG_10
705,2023-01-31 13:16:35.899578-05:00,AGYS,SELL,model_t-dqn_GOOG_10
706,2023-01-31 13:16:45.964792-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
707,2023-01-31 13:22:20.558192-05:00,ASC,BUY,model_t-dqn_GOOG_10
708,2023-01-31 13:22:26.290250-05:00,SMCI,SELL,model_t-dqn_GOOG_10
709,2023-01-31 13:22:34.134087-05:00,AGYS,SELL,model_t-dqn_GOOG_10
710,2023-01-31 13:22:40.588006-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
711,2023-01-31 13:28:14.633159-05:00,ASC,BUY,model_t-dqn_GOOG_10
712,2023-01-31 13:28:29.933175-05:00,SMCI,SELL,model_t-dqn_GOOG_10
713,2023-01-31 13:28:38.128734-05:00,AGYS,SELL,model_t-dqn_GOOG_10
714,2023-01-31 13:28:45.331701-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
715,2023-01-31 13:34:06.891959-05:00,ASC,BUY,model_t-dqn_GOOG_10
716,2023-01-31 13:34:12.307025-05:00,SMCI,SELL,model_t-dqn_GOOG_10
717,2023-01-31 13:34:20.156195-05:00,AGYS,SELL,model_t-dqn_GOOG_10
718,2023-01-31 13:34:26.012188-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
719,2023-01-31 13:39:50.695634-05:00,ASC,BUY,model_t-dqn_GOOG_10
720,2023-01-31 13:39:57.062925-05:00,SMCI,SELL,model_t-dqn_GOOG_10
721,2023-01-31 13:40:04.176075-05:00,AGYS,SELL,model_t-dqn_GOOG_10
722,2023-01-31 13:40:12.430006-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
723,2023-01-31 13:45:50.696886-05:00,ASC,BUY,model_t-dqn_GOOG_10
724,2023-01-31 13:46:02.221268-05:00,SMCI,SELL,model_t-dqn_GOOG_10
725,2023-01-31 13:46:14.800527-05:00,AGYS,SELL,model_t-dqn_GOOG_10
726,2023-01-31 13:46:30.394503-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
727,2023-01-31 13:52:09.695835-05:00,ASC,BUY,model_t-dqn_GOOG_10
728,2023-01-31 13:52:15.430441-05:00,SMCI,SELL,model_t-dqn_GOOG_10
729,2023-01-31 13:52:28.954158-05:00,AGYS,SELL,model_t-dqn_GOOG_10
730,2023-01-31 13:52:36.888965-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
731,2023-01-31 13:58:11.488824-05:00,ASC,BUY,model_t-dqn_GOOG_10
732,2023-01-31 13:58:26.923414-05:00,SMCI,SELL,model_t-dqn_GOOG_10
733,2023-01-31 13:58:38.139016-05:00,AGYS,SELL,model_t-dqn_GOOG_10
734,2023-01-31 13:58:47.368431-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
735,2023-01-31 14:04:18.875453-05:00,ASC,BUY,model_t-dqn_GOOG_10
736,2023-01-31 14:04:27.152627-05:00,SMCI,SELL,model_t-dqn_GOOG_10
737,2023-01-31 14:04:33.996235-05:00,AGYS,SELL,model_t-dqn_GOOG_10
738,2023-01-31 14:04:39.784547-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
739,2023-01-31 14:10:14.211835-05:00,ASC,BUY,model_t-dqn_GOOG_10
740,2023-01-31 14:10:21.165091-05:00,SMCI,SELL,model_t-dqn_GOOG_10
741,2023-01-31 14:10:28.898656-05:00,AGYS,SELL,model_t-dqn_GOOG_10
742,2023-01-31 14:10:34.078130-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
743,2023-01-31 14:16:21.298202-05:00,ASC,BUY,model_t-dqn_GOOG_10
744,2023-01-31 14:16:36.264357-05:00,SMCI,SELL,model_t-dqn_GOOG_10
745,2023-01-31 14:16:51.094628-05:00,AGYS,SELL,model_t-dqn_GOOG_10
746,2023-01-31 14:17:00.691758-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
747,2023-01-31 14:22:34.030655-05:00,ASC,BUY,model_t-dqn_GOOG_10
748,2023-01-31 14:22:42.673614-05:00,SMCI,SELL,model_t-dqn_GOOG_10
749,2023-01-31 14:22:52.081458-05:00,AGYS,SELL,model_t-dqn_GOOG_10
750,2023-01-31 14:22:57.948591-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
751,2023-01-31 14:28:35.266749-05:00,ASC,BUY,model_t-dqn_GOOG_10
752,2023-01-31 14:28:41.328074-05:00,SMCI,SELL,model_t-dqn_GOOG_10
753,2023-01-31 14:28:49.260850-05:00,AGYS,SELL,model_t-dqn_GOOG_10
754,2023-01-31 14:28:58.881492-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
755,2023-01-31 14:34:21.954042-05:00,ASC,BUY,model_t-dqn_GOOG_10
756,2023-01-31 14:34:29.571957-05:00,SMCI,SELL,model_t-dqn_GOOG_10
757,2023-01-31 14:34:35.624590-05:00,AGYS,SELL,model_t-dqn_GOOG_10
758,2023-01-31 14:34:41.220808-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
759,2023-01-31 14:40:00.383240-05:00,ASC,BUY,model_t-dqn_GOOG_10
760,2023-01-31 14:40:09.847673-05:00,SMCI,SELL,model_t-dqn_GOOG_10
761,2023-01-31 14:40:16.561455-05:00,AGYS,SELL,model_t-dqn_GOOG_10
762,2023-01-31 14:40:22.612900-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
763,2023-01-31 14:46:10.473066-05:00,ASC,BUY,model_t-dqn_GOOG_10
764,2023-01-31 14:46:21.267641-05:00,SMCI,SELL,model_t-dqn_GOOG_10
765,2023-01-31 14:46:35.914491-05:00,AGYS,SELL,model_t-dqn_GOOG_10
766,2023-01-31 14:46:50.117271-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
767,2023-01-31 14:52:14.153424-05:00,ASC,BUY,model_t-dqn_GOOG_10
768,2023-01-31 14:52:22.819478-05:00,SMCI,SELL,model_t-dqn_GOOG_10
769,2023-01-31 14:52:32.003486-05:00,AGYS,SELL,model_t-dqn_GOOG_10
770,2023-01-31 14:52:37.752548-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
771,2023-01-31 14:58:09.599030-05:00,ASC,BUY,model_t-dqn_GOOG_10
772,2023-01-31 14:58:18.173086-05:00,SMCI,SELL,model_t-dqn_GOOG_10
773,2023-01-31 14:58:27.232581-05:00,AGYS,SELL,model_t-dqn_GOOG_10
774,2023-01-31 14:58:35.981986-05:00,TMDX,HOLD,model_t-dqn_GOOG_10
775,2023-01-31 15:04:03.247197-05:00,ASC,BUY,model_t-dqn_GOOG_10
776,2023-01-31 15:04:09.984838-05:00,SMCI,SELL,model_t-dqn_GOOG_10
